Gene,Mock,30min,90min,180min
LOC100300695,-0.193397,-1.14577,-0.781414,-3.89278
LOC100300697,-0.173367,-0.317998,0.160937,0
LOC100300713,-0.874667,0.223387,0.396315,-2.52176
LOC100300759,0,3.1654,1.31594,2.61033
LOC100300760,-0.387103,0.671983,-0.162039,0.122441
LOC100300804,-0.418126,-1.28506,-0.577233,-3.22044
LOC100300806,-0.106922,0.43849,2.45405,5.75817
LOC100300816,-2.64651,-0.472555,-1.01725,-1.77532
LOC100300830,-0.234579,-0.621129,-0.0652651,0.422493
LOC100300850,-0.209553,0,-2.43529,2.82241
LOC100300864,-0.321766,-1.98606,-0.688931,-1.5364
LOC100300881,-1.12553,-3.22679,-1.7347,-0.67089
LOC100300893,-0.936301,0,0.714408,2.91778
LOC100300896,-0.850262,-0.895555,0.196714,0.753876
LOC100300938,0.364558,0.590116,0.131596,1.45782
LOC100300956,-1.09102,-0.721776,-0.704296,-1.48565
LOC100300971,-0.201547,0.147453,-0.125257,2.66997
LOC100301024,-0.959503,0.52959,-1.65785,-3.13605
LOC100301071,0,0,0,0
LOC100301104,20,0,20,0
LOC100301148,-0.0104316,-0.882827,-0.0813424,0.143161
LOC100301215,-2.16401,-0.551147,-1.51595,-2.85475
LOC100301222,0.548785,0.016954,-0.0978593,1.06909
LOC100301224,0.157616,1.155,1.06406,2.75165
LOC100301231,-1.27446,-1.51994,-0.867406,-2.00334
LOC100301259,20,0,0,0
LOC100301297,-0.969948,2.85723,1.44058,-1.65889
LOC100301305,-0.475707,-0.655161,1.37067,5.97843
LOC100301320,0,1.14141,0.842293,0
LOC100301346,-0.240202,-0.604774,-0.504634,-1.93341
LOC100301363,-0.365729,0.057003,0.222959,0.184799
LOC100301381,-2.96458,-0.383317,-0.200268,5.51902
LOC100301403,3.29533,0,0.308872,0
LOC100301415,-0.515256,-0.410129,-1.1959,-1.23548
LOC100301416,-1.47135,0,-1.75954,-4.86275
LOC100301420,0,2.51401,2.03195,0
LOC100301421,0,-0.830054,0.0200278,-1.57133
LOC100301447,2.10016,0,0.408959,0
LOC100302389,0.587648,-1.22614,-1.11399,-1.01725
LOC100335177,-0.521484,-1.77604,-0.493963,-1.0707
LOC100335181,0,-1.67254,-0.459406,-2.35118
LOC100335190,0.626491,0.484369,0.749859,-1.34026
LOC100335205,-0.817949,-0.251896,0.623539,2.66435
LOC100335229,-1.23818,0,-1.00244,-2.7722
LOC100335238,0.844218,0,-0.431616,3.58681
LOC100335263,0.168048,-1.14599,-0.102504,-0.710655
LOC100335268,1.93732,2.94076,1.36308,-0.815734
LOC100335281,0.632162,0.549465,0.931285,1.06859
LOC100335294,-0.228602,0,-1.30375,1.5113
LOC100335299,-1.01046,-4.24542,-1.20554,3.05623
LOC100335314,-0.528518,-1.20823,-0.566012,-4.01146
LOC100335322,-0.893602,0,-1.22255,-1.58397
LOC100335340,0.780048,0.0827418,0.540884,-1.66813
LOC100335357,-0.156497,-0.99501,-0.383766,-0.07681
LOC100335384,0,1.64326,0,0
LOC100335404,-0.318194,-1.49091,-0.241671,-1.49402
LOC100335416,1.08074,-1.0444,-0.0586409,0
LOC100335464,2.33554,0.578103,-0.729148,1.1507
LOC100335465,-0.256936,-0.111396,0.0287163,-0.0967803
LOC100335490,0,0,-2.84382,-1.55193
LOC100335509,0.542903,-2.23507,-0.333754,-0.223845
LOC100335514,-1.02955,-2.55134,-1.73541,-0.939836
LOC100335553,-0.205885,-1.43209,-0.437882,-0.760549
LOC100335556,-1.26576,-2.38273,-1.35611,-2.80307
LOC100335575,-0.30014,0,-0.771612,3.13281
LOC100335593,-0.671549,-2.76491,-0.403747,-2.06659
LOC100335608,0.341286,0.908327,0.693148,0.0112143
LOC100335628,1.24742,0,-0.147238,4.00552
LOC100335635,-0.504431,0,0.434846,-3.74889
LOC100335642,-0.838585,-1.06823,-1.28178,-2.13227
LOC100335643,0.0794147,1.44329,0,0
LOC100335650,-1.29957,-0.611652,0.26715,-0.489102
LOC100335675,-0.197347,0.613147,-1.01865,-2.32944
LOC100335701,0.689632,2.07375,0.237393,-1.45059
LOC100335716,0.200177,-1.05395,0.0078796,1.09378
LOC100335722,-0.0113019,1.39914,0.343609,-0.0980004
LOC100335729,0.681099,0.433325,0.980081,2.61323
LOC100335751,-0.986697,-1.57467,-1.09183,0.390892
LOC100335781,0.782447,-0.919285,-0.307574,-0.744553
LOC100335806,1.18612,2.32045,1.34806,-0.0363045
LOC100335809,0.290447,-1.61578,0.0362138,-0.672136
LOC100335819,0.184856,-0.207786,0.846853,-0.643126
LOC100335836,0.908325,1.25204,0.954396,-0.118733
LOC100335845,-0.0998148,0,-0.256406,-2.53595
LOC100335848,-2.24078,-3.73108,-3.28469,-2.26162
LOC100335879,0.0156719,-0.51139,-0.186122,-1.73249
LOC100335905,0.566327,0.0680105,1.86508,3.68293
LOC100335935,-0.739076,-0.597154,-0.15848,-1.43881
LOC100335986,-1.16744,-4.01549,-1.80219,-0.904583
LOC100335990,0.629384,0.77036,0.697463,-1.07578
LOC100336013,0,0,0,0
LOC100336029,0,-1.04072,-0.501105,-0.717616
LOC100336058,-0.770978,-2.16312,-0.617362,-1.85856
LOC100336104,0.444218,0.966287,1.4179,0.323558
LOC100336111,0.141805,0.959906,0.575728,-0.0715803
LOC100336115,0,0,0,0
LOC100336181,0.731513,-0.0824233,0.714335,0.721328
LOC100336208,-0.237925,-3.02048,-1.72119,0.577849
LOC100336222,-0.104016,0,-1.22371,-1.69095
LOC100336232,-0.149978,0,-0.303333,-2.85353
LOC100336249,-0.589651,-2.67228,-1.75984,-3.15093
LOC100336251,-0.891399,0,-1.96121,-2.23184
LOC100336293,0,0,-0.184283,-3.83341
LOC100336299,0,0,-0.466645,-1.12793
LOC100336320,1.01652,0.651484,0.740785,-1.25657
LOC100336349,-1.12135,-2.24256,-1.23076,2.20468
LOC100336354,0.701694,0,-2.47288,0.510756
LOC100336368,0.938839,1.86673,1.55738,0.559276
LOC100336389,3.5356,0,0,-0.755115
LOC100336395,1.16791,1.5519,1.25409,1.15954
LOC100336396,-1.75705,-3.35416,-2.21736,-1.98597
LOC100336401,-0.225855,-1.17356,-1.15417,-3.03328
LOC100336402,-0.00166293,0,1.46925,-0.466576
LOC100336412,1.28307,0,0,-2.24614
LOC100336414,0.237252,-0.83381,0.0438832,-0.00607212
LOC100336425,0,20,20,0
LOC100336431,-0.932743,0.516256,-0.110971,0.0511749
LOC100336443,-0.15549,0,-1.55262,0
LOC100336448,0,0,-1.77169,0.778024
LOC100336450,-0.0752397,0,0,-2.01695
LOC100336469,-0.159247,0.539698,0.347771,0.0558142
LOC100336474,-0.195305,-0.96376,0.3668,1.87478
LOC100336475,20,0,20,20
LOC100336476,-0.379612,0.0205284,0.0630168,-0.5224
LOC100336494,-0.175999,-4.73592,-1.08229,-0.0874473
LOC100336507,0,0,0,0
LOC100336520,-1.94026,-1.57176,-2.24285,-1.47354
LOC100336526,-1.25209,-3.04354,-1.35626,-0.177386
LOC100336532,0.288585,-0.828412,0.240119,1.55838
LOC100336539,-0.391621,-2.13054,-0.115437,-3.92627
LOC100336546,-0.811452,-2.51625,-1.04268,-3.30695
LOC100336555,-1.31021,0,-0.972994,-2.40947
LOC100336558,0.324758,-0.61875,0.281343,-0.322701
LOC100336574,-2.54226,-7.03524,-3.37753,-1.04551
LOC100336584,-1.34833,-0.00337272,-0.358526,-1.10175
LOC100336589,0.639151,-0.389537,0.659768,1.27022
LOC100336591,1.06273,1.56241,1.36168,-1.42298
LOC100336592,0.127125,0.848452,0.11982,-2.82853
LOC100336599,-0.203561,0.100493,0.395855,-1.67268
LOC100336606,-0.752846,-0.448724,-0.43361,0.348624
LOC100336607,0.871966,-1.31735,0.302133,0.298219
LOC100336610,0.857811,1.21269,2.89853,4.568
LOC100336621,-2.81525,-3.31697,-1.24191,-3.0226
LOC100336631,2.54048,2.54882,3.3734,1.08761
LOC100336635,-0.584146,-0.434325,0.205527,-1.18752
LOC100336639,1.32399,0,0,0
LOC100336653,0,0,0,0
LOC100336655,-1.22991,-2.57561,-1.70958,-3.30168
LOC100336658,0,0,0,0
LOC100336669,-0.567659,-0.804303,-0.506692,0.555171
LOC100336670,0.213449,0,-1.09417,-2.72674
LOC100336674,-1.43779,-3.13622,-1.72196,-1.27181
LOC100336689,0,0,0.598501,-3.08246
LOC100336690,0,0,0.776263,0
LOC100336695,0,1.43574,0,-0.673778
LOC100336701,0,0,0,0
LOC100336702,0,0.110866,0,-1.87744
LOC100336707,-2.77329,-5.71703,-3.69446,-0.650153
LOC100336708,-1.18846,-2.2614,-1.39335,0.411933
LOC100336714,-0.513633,-0.992677,-0.56728,0.0500706
LOC100336728,0.12835,0.44367,0.411071,-1.05585
LOC100336731,-0.144245,-0.371826,-1.76077,-2.26993
LOC100336734,-1.52214,0.0490664,-1.0691,-1.26574
LOC100336747,-0.613213,-0.888203,-0.303428,0.260533
LOC100336759,-0.582243,0,-1.31311,-3.38336
LOC100336772,0.161659,1.52348,1.02122,-0.393316
LOC100336777,0.512628,0.655845,0.517594,-0.758379
LOC100336786,0.662676,-0.211696,-0.997305,-0.0701225
LOC100336792,0.300527,0,-1.80957,-0.708851
LOC100336794,0.693389,1.05341,-0.505168,0.0891852
LOC100336803,-0.591397,-0.0705556,-3.73722,-4.81271
LOC100336811,1.26945,0,1.08656,0.950507
LOC100336815,0.624868,1.08338,1.01006,-0.698918
LOC100336829,-0.143285,-0.859463,0.0525694,0.0442562
LOC100336846,0,0,20,0
LOC100336852,0,0,0.105739,2.04975
LOC100336852-2,-0.507491,0,-1.31796,0
LOC100336855,-0.940721,0.522091,-1.72205,-1.3471
LOC100336868,-1.34288,-4.28153,-1.48097,-2.67249
LOC100336869,-2.53003,-1.32743,-0.912801,-0.667772
LOC100336881,0,0,0,0
LOC100336887,0,0,0.427574,0
LOC100336901,0,0,-0.747277,0
LOC100336905,0.480275,0.177026,0.129376,-1.30775
LOC100336907,2.37107,-2.0591,0.448701,-0.623524
LOC100336909,-0.491866,1.4422,1.0668,-3.21588
LOC100336916,0,0,20,0
LOC100336921,0.138399,-0.34677,-0.604305,-2.54016
LOC100336929,-0.517261,0.0660784,0.0097672,1.03064
LOC100336931,0.697525,1.87246,1.16877,1.05794
LOC100336939,20,20,0,0
LOC100336941,0.560166,-1.51813,0.0406301,0.984592
LOC100336949,0.285693,-0.903152,0.099807,-0.0239889
LOC100336956,0,0,20,0
LOC100336962,0.493271,0,-0.027797,0
LOC100336964,-2.39724,-1.78189,-1.21718,-2.54295
LOC100336971,0.556817,0.800521,0.164828,-2.15455
LOC100336978,0.0296082,0,-2.22394,-0.579972
LOC100336978-2,0,0,0.481584,-1.77133
LOC100336978-3,-0.810433,0,-0.595853,0
LOC100336982,-0.277915,0,0.0995381,2.93706
LOC100336984,-0.0256461,0,0.139357,0
LOC100336989,-2.26034,-5.14606,-3.098,-5.19592
LOC100336998,-0.237527,-1.05951,-0.643252,-2.84725
LOC100336999,-2.3243,0,-2.67801,-1.24593
LOC100337001,-1.25895,-3.19472,-0.540322,2.49521
LOC100337002,0,0,0.0996838,-0.547272
LOC100337006,-0.222803,-0.714712,-1.14336,-3.59544
LOC100337007,-0.763264,-2.3589,-1.03069,-0.860395
LOC100337009,0.192936,-0.507968,-0.867802,5.29532
LOC100337022,-0.492082,1.01897,0.228911,-2.00315
LOC100337044,0.882271,-0.286523,0.0466189,0.451904
LOC100337053,-1.95079,-3.48411,-1.31975,0.928301
LOC100337054,-1.79399,0,0.953295,3.93658
LOC100337056,-0.380406,0,0.888369,3.51213
LOC100337063,1.28289,0,0,0
LOC100337066,0.0125991,0.733243,0.0857872,1.09737
LOC100337069,-1.24147,-2.58416,-1.84177,-1.26171
LOC100337073,2.26042,1.70719,0,0.182661
LOC100337076,-0.0174258,-0.80807,-0.597008,-2.54484
LOC100337080,0,0,0,0
LOC100337081,0.373998,-2.16105,-0.619465,1.13594
LOC100337090,-0.708577,-1.9325,-0.954122,0.0989443
LOC100337093,0.6538,0.134859,0.420373,1.16044
LOC100337097,0.441256,-2.21969,-1.98233,1.7739
LOC100337102,-0.0790366,-1.30513,0.0673538,-1.67835
LOC100337108,-0.262955,-2.21098,-2.53018,3.27829
LOC100337113,0.213358,-0.506439,0.159543,-0.882534
LOC100337129,-2.2902,-6.50573,-5.95498,-2.23481
LOC100337130,0,-0.111854,0.181386,-2.95837
LOC100337132,-1.1535,0,0,0
LOC100337139,-0.289307,-3.55257,-1.13003,2.16987
LOC100337146,-0.429187,-0.8883,-1.04202,-3.30093
LOC100337148,-0.661132,0,-0.066698,-4.44781
LOC100337165,-2.10029,-2.67553,-0.935357,-0.0425595
LOC100337176,0,0.0835973,-0.587602,-3.62381
LOC100337183,-0.895916,-2.71369,-1.12571,0.537029
LOC100337197,1.27622,0,0.370838,2.94622
LOC100337198,0,0,0,0
LOC100337211,0,0,20,0
LOC100337213,0.033824,0,-0.883004,0.1739
LOC100337213-2,-0.0660581,-2.3688,-0.912469,-2.15683
LOC100337214,0.66555,1.96276,0.841638,-1.25572
LOC100337215,0.103583,-0.751463,-0.425131,-0.145952
LOC100337223,0.219043,-0.505408,-1.1835,-1.46407
LOC100337225,0.683308,-1.85098,0.112834,-2.22047
LOC100337226,-1.58413,-1.88742,-1.42836,-2.92769
LOC100337234,0,0,0,0
LOC100337239,0,0,0,20
LOC100337240,-0.575679,0,-1.37158,-1.06359
LOC100337244,-2.37094,-3.77165,-2.43629,-0.269435
LOC100337244-2,-2.17072,-2.70171,-2.07094,0.76514
LOC100337245,-0.584075,-0.878277,-2.31213,-2.06022
LOC100337251,-3.17334,-3.19995,-3.59714,-3.48235
LOC100337252,-1.48658,-4.46774,-1.4815,-2.55232
LOC100337259,0.485279,0.827512,0.610692,-1.70019
LOC100337261,0.441651,0,-2.48111,-2.0115
LOC100337265,20,0,20,0
LOC100337266,0,0,-0.491892,0
LOC100337268,0.134634,0.446392,-0.110767,-1.52342
LOC100337271,0.118908,-0.683078,-0.605774,-3.77549
LOC100337292,-1.65106,0,-2.78852,-3.51101
LOC100337292-2,-3.41448,-2.36968,-3.17353,-3.43529
LOC100337292-3,-1.05452,1.23921,0.911997,-2.31925
LOC100337293,-0.648476,-2.01841,-0.645636,1.32438
LOC100337294,-0.186041,-0.863095,-0.194833,0.00640877
LOC100337296,0.948024,-0.7461,0.730856,1.42913
LOC100337304,1.3741,1.90914,0.55137,-4.2802
LOC100337305,0,2.62822,1.10246,-1.52706
LOC100337315,0.281597,-0.751521,0.236204,1.10316
LOC100337323,0.333954,0.672241,0.127168,-0.781738
LOC100337325,1.19508,1.76968,-0.134375,0
LOC100337331,1.64399,1.47697,1.56441,-2.321
LOC100337334,0.445763,0,0.608349,0
LOC100337340,-0.421776,0.751188,0.33007,0.962171
LOC100337349,-0.072565,0.189608,0.0649006,0.106165
LOC100337353,0,0,0,20
LOC100337354,-0.537042,-0.190542,0.123676,-3.80059
LOC100337355,0.506817,0,0,-2.22989
LOC100337360,0,0,20,0
LOC100337362,-1.76002,-2.07285,0.131946,0
LOC100337377,0,0,0,0
LOC100337386,0.18267,-1.10519,-0.696664,0.586283
LOC100337388,-1.49305,0.667978,-0.582629,-3.83936
LOC100337392,-0.112786,0,0,0
LOC100337398,0.690676,4.44519,0.555068,0
LOC100337400,-0.133839,-0.550309,-0.16256,1.31057
LOC100337401,1.76638,0,0.926115,0
LOC100337407,0.795238,-0.134466,0,-2.296
LOC100337413,-0.146958,2.0465,-0.110472,-1.28896
LOC100337430,-0.857682,-1.24512,-1.30916,-1.56003
LOC100337435,0.736286,0.257882,-0.163524,2.20381
LOC100337451,0.381601,-0.10409,0.372963,-0.586472
LOC100337454,-0.745004,-2.20572,-1.27439,1.07319
LOC100337457,-0.356233,-3.03446,-0.208284,-0.268304
LOC100337462,2.42584,2.2734,2.71876,5.48223
LOC100337470,0,0,0,0
LOC100337473,1.22059,0,0.230504,-2.24022
LOC100337475,1.34311,0,-1.95866,0.292808
LOC100337478,-1.89146,-2.84237,-2.22761,-4.06962
LOC100337483,-0.236352,-1.20922,-0.713249,-2.14087
LOC100337483-2,-0.574539,-2.44298,-1.22887,-3.1628
LOC100337484,0.173005,-0.515199,-0.135985,1.79652
LOC100337485,0.139799,-0.451365,0.646779,2.27136
LOC100337492,1.26029,0,0,-1.76223
LOC100337493,-0.662387,-0.598052,-0.775619,-2.94832
LOC100337506,0,0,0,0
LOC100337507,1.17923,1.95489,1.3736,0.746722
LOC100616098,1.39411,1.72584,1.46855,0.554253
LOC100616526,-1.05153,-1.80516,-1.79224,-2.86307
LOC100847100,-0.556529,0.29809,-0.702283,3.29962
LOC100847102,0,0,0.578002,-1.86751
LOC100847104,-0.976352,-1.15745,-1.00284,-2.62587
LOC100847109,0.55946,0.787445,0.341276,-0.82446
LOC100847112,-0.317001,0,0.846313,0
LOC100847115,-0.0496452,-0.984233,-1.01305,-0.478662
LOC100847118,0.173287,2.07055,1.14266,0.0128368
LOC100847119,0.085628,-0.749468,0.227013,5.84264
LOC100847120,-1.49201,-1.76479,-0.0680058,4.69668
LOC100847122,0.555579,1.44829,0.818724,1.28963
LOC100847124,0,0,0,0
LOC100847127,-0.125166,-0.594576,0.0692522,-1.08628
LOC100847137,0.162439,0.764768,0.395289,-0.370462
LOC100847139,-0.460748,-1.11904,-0.461681,0.352749
LOC100847140,20,20,20,20
LOC100847141,0.528693,-0.80368,-0.445006,0.265389
LOC100847143,0.692727,0.916938,1.02672,1.20532
LOC100847146,-0.158397,-1.68587,-0.357523,1.20144
LOC100847148,0.398614,-0.65988,-0.902571,3.55894
LOC100847151,0.524946,-1.7493,0.278918,-2.33325
LOC100847152,0,0,0,0
LOC100847159,-1.41684,-2.16508,-1.86606,-2.31815
LOC100847160,-1.56495,2.49396,0.342466,0
LOC100847163,0.100087,-1.45003,-1.81013,-1.75546
LOC100847166,1.11584,0.909027,0.661855,-0.404891
LOC100847171,-1.05033,-1.58411,-0.80421,1.20067
LOC100847173,0.773314,-0.886738,-0.692471,-4.92985
LOC100847175,-0.00888518,0,0.71722,8.55903
LOC100847182,0.15051,1.48471,0.242841,-1.78495
LOC100847184,0.357223,1.75038,-0.569692,0
LOC100847188,-1.33654,-2.85514,-1.52052,-0.912621
LOC100847189,-0.614706,-0.744708,-1.30118,-0.829263
LOC100847191,0,-0.21226,0,-3.00213
LOC100847202,0.542195,0.417188,0.700241,1.80849
LOC100847209,0.383681,0.929488,0.717871,1.61497
LOC100847211,-0.134479,-1.67425,-1.14159,-0.11411
LOC100847212,-0.678708,-1.7952,-1.01517,0.625003
LOC100847215,0,0,1.32818,-0.132874
LOC100847216,-0.637963,-2.54651,-0.782734,0.900643
LOC100847217,1.91518,2.09533,2.1964,2.4162
LOC100847220,-1.29572,0,-2.66958,-4.26557
LOC100847223,-0.166766,-1.11337,0.0209959,-1.38435
LOC100847230,-0.357583,-0.510977,-0.213798,-0.887938
LOC100847232,0.925817,2.65342,0.1712,2.31153
LOC100847236,-0.367996,-0.653154,-0.622226,-0.384473
LOC100847239,0,0,0,0
LOC100847240,0,0,0,-0.798196
LOC100847245,-3.30294,-1.36084,-2.86538,-0.658868
LOC100847250,0,1.22937,0,0
LOC100847252,-0.886696,-0.729876,-0.176206,-3.01181
LOC100847253,0,0,0,0
LOC100847255,2.62848,2.9873,0,-0.242984
LOC100847256,1.21946,2.42515,0.937692,0.191931
LOC100847257,1.11192,1.04343,-0.00138331,-3.25605
LOC100847262,0.321015,0,-0.773841,-3.6424
LOC100847265,-2.2147,-4.95295,-3.11717,-0.20402
LOC100847267,1.15563,0,0,-0.00626129
LOC100847269,-1.26547,2.18082,1.18107,0.959253
LOC100847274,-1.16929,-2.84664,-1.47259,0.0588742
LOC100847279,-1.08933,-1.9765,-1.04186,-0.414791
LOC100847280,-0.39314,-1.2994,-2.71178,-1.03356
LOC100847281,0,20,0,0
LOC100847283,0.122365,0.0400385,-0.315607,-1.89982
LOC100847284,0.679003,0.419372,0.580323,1.10985
LOC100847291,1.23816,0,-1.20562,3.65961
LOC100847295,-2.79812,-2.83039,-2.08304,-3.05864
LOC100847299,0,20,20,0
LOC100847301,0.800581,0,-0.81969,0
LOC100847302,-0.533679,-1.87117,-3.81316,-2.04305
LOC100847306,20,20,20,20
LOC100847319,0.39628,0.77456,0.111487,0.14768
LOC100847320,-1.06889,-4.59224,-1.77439,-3.55115
LOC100847322,-0.935901,-0.174094,-1.01738,-0.0161975
LOC100847326,-1.06835,-2.26731,-0.733156,-0.755723
LOC100847335,-0.636042,-0.36915,-0.899676,-3.05924
LOC100847340,-0.517742,-0.198904,0.386878,-1.98738
LOC100847341,1.4133,0,0.442953,-2.50504
LOC100847345,-0.159044,-0.781851,-0.410803,1.10041
LOC100847346,0.214848,-1.59389,-1.24825,-4.61782
LOC100847348,0,0,0,0
LOC100847355,-0.89561,-1.95189,-1.42383,0.62188
LOC100847357,-0.482509,-0.794739,-0.230332,-1.52497
LOC100847358,1.53996,-0.799726,-0.196155,0.934417
LOC100847363,0.665028,1.1975,0.965529,0.745619
LOC100847365,-0.125549,-0.124501,-0.278257,-0.093647
LOC100847368,-0.389383,-2.89951,-0.93495,0
LOC100847370,-0.0684573,-0.758423,-0.729789,1.85391
LOC100847371,0,0,-1.19529,-2.49788
LOC100847374,-0.466122,-0.538529,-0.836951,1.73871
LOC100847379,-0.135604,-1.23255,-0.257665,4.43438
LOC100847382,1.10241,-0.288575,1.11447,4.38431
LOC100847387,-0.334167,-0.860944,-0.29248,-1.95237
LOC100847395,-0.065154,0.956316,0.746933,6.79158
LOC100847396,-1.86414,-1.17178,-1.18553,0.138177
LOC100847400,0,0,-0.838158,0
LOC100847401,-0.496963,-1.82271,-0.681222,0.240449
LOC100847410,-0.0682444,-1.10109,-0.423029,-0.437196
LOC100847412,-1.08817,-1.11032,0.0956094,-2.56643
LOC100847413,-0.679657,-2.20662,-1.44921,-3.4646
LOC100847415,2.68578,-2.0891,0.0622663,0.794648
LOC100847416,1.15585,-0.191305,1.40268,-0.0455043
LOC100847417,-0.858462,0.0547728,0.00175312,-0.861818
LOC100847420,20,0,20,0
LOC100847422,0.100132,-2.43551,-0.194164,2.68889
LOC100847423,0.674091,-0.0106014,-0.0870124,-1.47345
LOC100847437,-0.551412,-2.25804,-0.373428,0
LOC100847439,-1.71236,-1.94059,-2.36182,-3.12957
LOC100847442,0,0,0,0
LOC100847445,-0.992852,-2.84509,-1.56498,-3.10386
LOC100847453,-0.1275,-0.547995,-0.00643704,-1.04675
LOC100847454,-0.390971,-1.82148,-0.59834,-0.660532
LOC100847456,-0.503988,-2.28485,-0.661003,0.0151054
LOC100847462,-1.76724,-3.63214,-1.95501,0.320391
LOC100847465,-0.133029,0.726424,0.0497783,-2.07562
LOC100847467,0.302428,0,0.0754514,-3.97039
LOC100847468,0,0,0,0
LOC100847469,0.428179,1.87135,1.7773,-0.220697
LOC100847473,0.295612,0,-1.37543,-0.171719
LOC100847477,0,-2.85068,-1.80321,-2.69046
LOC100847478,-0.974362,-1.1557,-0.014339,-3.52897
LOC100847480,-0.40758,-0.55349,-1.08919,2.28989
LOC100847482,-0.582115,0,0.179133,-1.33535
LOC100847490,2.08193,1.79621,1.01285,1.57031
LOC100847491,-0.0205609,0.452574,0.118117,-3.15016
LOC100847492,0,0,20,0
LOC100847495,0.456177,0.570272,0.355546,-0.341996
LOC100847501,0.461781,-1.58302,-0.526698,-0.379153
LOC100847505,0.342348,0.719931,0.315006,1.32594
LOC100847506,0,0,20,0
LOC100847509,-0.101963,-0.94484,-0.305722,-1.34157
LOC100847516,1.24442,0.466598,0.225191,-3.81579
LOC100847519,0.668215,0.178866,-0.111263,-1.63189
LOC100847522,-0.993492,-3.11178,-2.00298,-1.18889
LOC100847530,0,0,0,0
LOC100847531,-0.122546,-0.785537,-0.231268,-2.06217
LOC100847537,1.20424,2.03973,1.09089,-2.6907
LOC100847542,-0.0383041,-0.281728,-0.123932,-1.35069
LOC100847548,-3.04554,-1.93678,-1.51921,-0.179694
LOC100847554,0.907444,1.16146,1.17185,0.308151
LOC100847558,0.594243,0.219779,-0.535998,-0.631308
LOC100847559,-1.30375,-3.32203,-1.42578,-0.268662
LOC100847561,-0.106676,0.334601,-0.457649,2.54656
LOC100847567,0.297356,0.712329,0.669028,2.08956
LOC100847572,-1.2599,-2.09342,-1.30795,-3.2776
LOC100847573,0.711931,0.916397,0.542451,0.331012
LOC100847574,-1.21969,-5.75501,-3.30503,2.73318
LOC100847577,0.309668,0.947804,0.193735,-0.238825
LOC100847578,2.04585,0,0,0
LOC100847581,-0.195368,-1.13866,0.263008,1.28662
LOC100847583,0.874908,0.433739,0.753209,-0.419726
LOC100847584,-1.11656,-1.63466,-0.74503,-0.714389
LOC100847588,-0.18708,-0.968066,-0.917918,-1.16711
LOC100847604,-1.50252,-1.86706,-1.61158,-0.939302
LOC100847606,1.20609,1.15962,1.03996,-0.405852
LOC100847609,-0.0402229,-0.417242,-0.0547537,0.213354
LOC100847612,-0.691791,-2.48189,-0.828717,-0.488534
LOC100847613,-0.308732,-1.26565,-0.00255843,-2.20706
LOC100847614,0.260502,1.76261,-1.18369,-1.3216
LOC100847618,1.80237,0.871423,0.613229,2.82862
LOC100847622,0.444376,0.196328,0.298969,-0.315848
LOC100847624,-0.925933,0.00475378,-1.69457,-0.112389
LOC100847625,0.905381,0.760593,1.09062,0.0712869
LOC100847628,1.50948,1.71098,0.771697,-1.37578
LOC100847632,1.0702,0.873871,0.743919,-1.41415
LOC100847633,0.789679,-0.634876,1.3942,-3.20427
LOC100847644,0.913803,-0.693325,0.341615,1.18344
LOC100847650,-0.660946,0,-0.30457,0
LOC100847652,-0.115034,-0.49923,-0.182581,-1.67247
LOC100847655,0.402881,-0.201697,-0.350286,-2.09986
LOC100847661,-0.575107,-1.05605,-0.676057,-1.44868
LOC100847664,-1.32005,-1.45776,-1.21839,-0.759307
LOC100847666,0.263371,-0.43164,0.728258,-1.64088
LOC100847667,0,0,-0.80893,-0.485553
